timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,EGT_Z1_C,EGT_Z2_C,EGT_Z3_C,EGT_Z4_C,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-05-12 00:00:00,47.138,11.099,344.877,539.369,1.455,540.106,538.651,539.534,539.186,2.8131,61.844,3.117,3.057,58.038,0.38,0
2026-05-12 00:10:00,47.027,11.056,344.546,538.796,2.421,538.341,540.177,537.756,538.909,2.8121,61.68,3.154,3.0,58.031,0.281,0
2026-05-12 00:20:00,47.01,11.089,344.069,538.997,4.834,542.496,537.914,537.662,537.916,2.8216,61.764,3.035,2.968,57.852,0.313,0
2026-05-12 00:30:00,46.921,11.085,344.31,537.968,1.971,538.568,536.819,538.79,537.693,2.8059,61.782,3.024,2.974,57.904,0.371,0
2026-05-12 00:40:00,46.864,11.067,343.776,539.234,0.489,539.424,539.175,539.402,538.935,2.8136,61.679,3.107,2.957,58.051,0.375,0
2026-05-12 00:50:00,46.981,11.074,344.254,539.274,3.44,539.551,537.337,540.777,539.431,2.8146,61.803,2.963,2.929,57.941,0.333,0
2026-05-12 01:00:00,46.822,11.049,344.249,539.032,2.854,537.982,537.522,540.376,540.248,2.8021,61.77,2.991,3.008,57.901,0.349,0
2026-05-12 01:10:00,46.909,11.075,344.241,538.121,1.138,537.637,538.312,537.76,538.775,2.8241,61.707,3.005,2.856,57.947,0.404,0
2026-05-12 01:20:00,46.826,11.023,343.682,538.35,2.608,539.563,537.174,539.635,537.027,2.7837,61.498,3.059,3.024,57.889,0.406,0
2026-05-12 01:30:00,46.712,11.074,343.902,538.543,0.878,538.706,538.152,538.283,539.03,2.8176,61.755,2.941,2.811,57.954,0.332,0
2026-05-12 01:40:00,47.102,11.139,344.275,539.916,2.08,540.665,539.843,540.569,538.585,2.819,61.703,2.927,2.968,57.966,0.219,0
2026-05-12 01:50:00,46.52,11.042,343.635,538.848,1.705,537.914,538.742,539.619,539.115,2.7946,61.595,3.198,2.871,58.064,0.365,0
2026-05-12 02:00:00,46.998,11.083,344.313,538.433,1.684,538.984,539.188,537.504,538.055,2.8009,61.795,3.09,2.922,57.817,0.4,0
2026-05-12 02:10:00,46.67,11.024,344.201,537.65,4.557,537.226,537.671,535.573,540.13,2.8003,61.597,3.121,2.82,57.971,0.34,0
2026-05-12 02:20:00,46.753,11.076,343.888,538.938,2.581,538.632,537.432,539.677,540.013,2.8203,61.972,3.065,2.999,57.999,0.355,0
2026-05-12 02:30:00,46.742,11.088,344.371,538.391,3.363,540.102,536.853,539.869,536.739,2.816,61.734,3.057,3.045,57.951,0.356,0
2026-05-12 02:40:00,46.965,11.078,344.25,537.988,1.903,538.88,538.495,537.598,536.977,2.8283,61.591,3.028,2.997,58.042,0.348,0
2026-05-12 02:50:00,46.663,11.109,344.024,537.116,3.233,535.057,538.29,536.904,538.214,2.8039,61.533,3.191,2.874,57.819,0.272,0
2026-05-12 03:00:00,46.971,11.026,344.55,539.042,3.469,538.117,540.772,539.975,537.303,2.8215,61.679,2.987,2.957,57.829,0.415,0
2026-05-12 03:10:00,46.905,11.128,344.423,538.206,2.877,538.829,536.707,539.584,537.704,2.8016,61.845,3.18,2.998,57.957,0.363,0
2026-05-12 03:20:00,46.892,11.09,344.164,538.388,3.982,540.205,539.301,537.821,536.223,2.8019,62.003,3.096,3.111,57.828,0.338,0
2026-05-12 03:30:00,47.013,11.022,344.043,538.917,1.408,539.13,538.779,538.176,539.584,2.8048,61.98,3.168,2.969,57.916,0.386,0
2026-05-12 03:40:00,47.391,11.052,344.463,538.485,3.04,538.166,539.843,539.129,536.803,2.8328,61.914,3.066,2.99,58.051,0.341,0
2026-05-12 03:50:00,46.799,11.011,343.981,540.476,4.053,540.731,541.901,541.422,537.848,2.8122,61.457,3.021,2.936,58.072,0.342,0
2026-05-12 04:00:00,46.884,11.107,343.979,538.108,2.843,539.42,538.49,536.577,537.947,2.8318,61.619,3.015,2.848,57.986,0.32,0
2026-05-12 04:10:00,47.106,11.06,344.457,539.426,1.783,538.809,538.486,540.138,540.269,2.8129,61.779,3.124,2.898,57.916,0.358,0
2026-05-12 04:20:00,46.923,11.072,344.088,538.158,2.276,537.65,539.455,537.179,538.349,2.8101,61.75,3.062,2.96,57.925,0.411,0
2026-05-12 04:30:00,46.919,11.049,344.216,538.725,1.925,540.1,538.175,538.387,538.239,2.827,61.615,3.003,2.87,58.042,0.336,0
2026-05-12 04:40:00,47.214,11.108,344.498,538.281,1.407,537.797,538.684,539.024,537.617,2.8375,61.794,3.202,2.963,57.877,0.298,0
2026-05-12 04:50:00,46.8,11.054,343.953,537.891,4.306,538.047,539.619,538.585,535.313,2.8055,62.051,3.037,2.923,57.88,0.289,0
2026-05-12 05:00:00,47.172,11.033,344.502,538.511,2.583,538.793,537.685,540.075,537.492,2.8184,61.843,3.11,2.918,57.765,0.453,0
2026-05-12 05:10:00,47.186,11.064,344.222,538.64,3.653,538.9,537.117,540.77,537.773,2.8416,61.625,3.157,2.961,57.987,0.375,0
2026-05-12 05:20:00,47.406,11.091,344.534,539.726,1.286,539.942,538.939,539.8,540.225,2.8129,61.911,3.031,2.972,57.984,0.355,0
2026-05-12 05:30:00,47.08,11.039,344.423,538.542,2.215,539.664,538.86,537.449,538.195,2.8142,61.535,3.07,2.995,57.982,0.324,0
2026-05-12 05:40:00,47.289,11.086,344.009,539.639,2.223,539.645,539.889,538.4,540.623,2.8132,61.927,3.032,2.903,58.17,0.32,0
2026-05-12 05:50:00,47.251,11.109,344.266,538.266,1.648,538.331,539.112,538.157,537.464,2.8341,62.087,2.962,2.995,57.851,0.372,0
2026-05-12 06:00:00,47.402,11.124,344.475,538.482,0.993,539.025,538.341,538.53,538.032,2.8298,61.984,2.956,2.954,57.995,0.271,0
2026-05-12 06:10:00,47.193,11.023,344.708,538.739,2.206,537.589,538.762,538.811,539.795,2.8251,61.685,3.15,2.904,57.806,0.37,0
2026-05-12 06:20:00,47.624,11.056,344.432,538.512,0.685,538.53,538.28,538.276,538.961,2.8487,61.834,3.226,3.027,57.943,0.364,0
2026-05-12 06:30:00,47.469,11.075,344.345,539.629,0.853,540.07,539.405,539.217,539.825,2.8311,61.694,3.054,2.956,57.867,0.397,0
2026-05-12 06:40:00,47.715,11.03,344.987,539.526,0.994,539.836,539.134,539.07,540.064,2.8478,61.735,3.124,2.876,57.831,0.257,0
2026-05-12 06:50:00,47.436,11.068,344.446,539.789,3.049,538.443,541.492,540.406,538.815,2.853,61.705,2.978,2.994,57.988,0.286,0
2026-05-12 07:00:00,48.026,11.117,344.967,541.248,1.654,540.452,541.05,541.385,542.106,2.8514,61.974,2.954,2.963,57.701,0.339,0
2026-05-12 07:10:00,47.86,11.116,344.928,539.386,3.626,540.784,540.12,537.158,539.482,2.8558,61.843,3.031,3.048,58.102,0.467,0
2026-05-12 07:20:00,48.056,11.081,345.072,539.854,2.745,538.852,541.058,541.126,538.381,2.8434,62.058,3.191,2.918,57.962,0.372,0
2026-05-12 07:30:00,47.68,11.061,344.364,541.41,4.004,543.711,541.089,541.132,539.707,2.8427,61.643,3.044,2.902,58.022,0.378,0
2026-05-12 07:40:00,47.939,11.077,344.849,539.734,4.338,540.091,537.362,539.783,541.7,2.8407,61.917,3.068,2.89,58.055,0.303,0
2026-05-12 07:50:00,47.896,11.094,345.039,541.13,2.677,542.427,541.679,540.663,539.75,2.8561,61.775,3.042,3.065,58.087,0.317,0
2026-05-12 08:00:00,48.291,11.156,345.741,539.222,1.898,539.474,540.008,538.11,539.296,2.8407,62.047,3.063,3.028,57.972,0.349,0
2026-05-12 08:10:00,48.061,11.146,344.834,539.709,2.688,541.079,539.466,539.9,538.391,2.8558,61.673,3.001,2.997,57.872,0.331,0
2026-05-12 08:20:00,48.206,11.096,344.838,538.912,3.847,539.016,536.96,538.863,540.807,2.8468,62.221,2.956,2.927,58.083,0.459,0
2026-05-12 08:30:00,48.085,11.05,344.763,539.463,4.632,541.437,536.805,538.677,540.933,2.8351,61.888,3.159,2.858,58.082,0.427,0
2026-05-12 08:40:00,48.081,11.123,344.861,538.938,2.809,540.743,538.681,537.934,538.394,2.8549,62.009,3.166,3.138,57.852,0.339,0
2026-05-12 08:50:00,48.213,11.057,345.56,538.666,1.194,539.197,538.003,538.705,538.758,2.8291,62.017,3.07,3.001,58.065,0.376,0
2026-05-12 09:00:00,48.484,11.154,345.59,540.495,3.56,540.068,542.616,539.056,540.24,2.8832,61.84,2.927,2.953,58.054,0.352,0
2026-05-12 09:10:00,48.078,11.041,344.786,540.108,1.326,539.345,540.383,540.031,540.671,2.8625,61.866,3.09,2.816,57.979,0.394,0
2026-05-12 09:20:00,48.561,11.114,345.485,540.701,2.234,540.759,542.058,540.163,539.824,2.8546,62.172,2.994,2.91,58.089,0.434,0
2026-05-12 09:30:00,48.495,11.102,345.109,540.045,2.391,538.369,540.419,540.76,540.633,2.8749,62.103,3.145,2.974,58.076,0.377,0
2026-05-12 09:40:00,48.435,11.141,344.731,539.999,3.74,539.75,538.026,540.454,541.766,2.8512,61.944,3.077,2.803,58.07,0.358,0
2026-05-12 09:50:00,48.496,11.086,345.838,539.648,1.418,538.965,540.383,539.453,539.79,2.867,62.418,2.879,3.044,58.043,0.367,0
2026-05-12 10:00:00,48.529,11.141,345.401,540.008,4.041,539.398,541.04,537.777,541.818,2.879,62.118,2.914,3.006,58.065,0.419,0
2026-05-12 10:10:00,48.61,11.08,345.71,540.291,3.926,540.054,540.587,542.225,538.299,2.8722,62.081,2.997,3.048,57.888,0.321,0
2026-05-12 10:20:00,48.502,11.108,345.422,541.439,4.305,539.074,542.522,540.781,543.379,2.8639,62.233,3.075,3.044,58.048,0.342,0
2026-05-12 10:30:00,48.485,11.086,345.177,540.811,2.597,539.08,540.863,541.677,541.624,2.876,62.09,2.924,3.004,58.221,0.294,0
2026-05-12 10:40:00,48.551,11.137,344.931,540.687,1.332,541.441,540.109,540.563,540.635,2.8628,62.059,3.051,2.856,57.949,0.359,0
2026-05-12 10:50:00,48.839,11.119,345.568,540.023,2.98,538.904,538.825,541.805,540.558,2.8814,62.245,3.066,2.915,58.113,0.38,0
2026-05-12 11:00:00,48.623,11.096,345.566,542.049,3.938,542.991,540.345,544.283,540.578,2.8718,62.144,3.139,2.883,58.083,0.371,0
2026-05-12 11:10:00,49.064,11.163,346.079,540.527,1.292,541.158,539.866,540.417,540.667,2.8957,62.194,3.095,2.944,58.215,0.359,0
2026-05-12 11:20:00,48.876,11.136,345.979,541.507,1.909,542.365,542.005,541.204,540.456,2.8814,62.186,3.013,3.074,57.951,0.416,0
2026-05-12 11:30:00,49.008,11.13,346.06,540.218,2.395,539.09,540.101,541.485,540.198,2.8747,62.227,3.121,2.964,58.166,0.264,0
2026-05-12 11:40:00,48.971,11.153,345.603,542.451,1.945,543.33,541.909,543.18,541.385,2.876,62.314,3.047,2.944,58.319,0.384,0
2026-05-12 11:50:00,49.06,11.159,345.489,542.629,1.614,542.322,542.057,542.465,543.671,2.8949,62.482,3.12,3.023,58.14,0.4,0
2026-05-12 12:00:00,49.172,11.135,345.938,542.172,2.292,542.783,542.762,540.491,542.654,2.8954,62.179,3.081,2.867,57.68,0.332,0
2026-05-12 12:10:00,48.842,11.144,345.752,540.898,3.103,542.857,540.558,540.421,539.754,2.8871,62.244,2.924,2.93,58.064,0.411,0
2026-05-12 12:20:00,49.22,11.149,346.083,540.591,3.056,539.124,539.615,542.18,541.444,2.885,62.353,2.934,2.931,57.983,0.362,0
2026-05-12 12:30:00,49.08,11.094,346.144,541.1,3.301,542.731,539.43,541.69,540.551,2.8839,62.279,3.056,2.966,58.111,0.338,0
2026-05-12 12:40:00,49.156,11.138,345.805,540.797,1.367,541.413,540.528,540.046,541.202,2.8979,62.187,2.945,2.993,58.326,0.36,0
2026-05-12 12:50:00,48.997,11.114,345.499,541.508,2.1,541.519,540.258,541.896,542.358,2.8846,61.973,2.952,2.765,58.075,0.315,0
2026-05-12 13:00:00,49.327,11.113,346.355,541.756,1.634,541.64,540.706,542.337,542.34,2.9062,62.162,2.745,2.971,57.87,0.406,0
2026-05-12 13:10:00,48.876,11.215,345.814,540.418,2.122,539.586,541.708,539.84,540.54,2.8637,62.285,2.978,2.932,58.08,0.368,0
2026-05-12 13:20:00,49.13,11.157,346.143,542.521,4.835,542.258,539.626,544.461,543.738,2.8877,62.325,3.071,2.81,58.048,0.304,0
2026-05-12 13:30:00,49.153,11.185,345.917,541.935,5.191,538.953,542.76,544.144,541.883,2.9069,62.354,2.963,2.955,58.052,0.402,0
2026-05-12 13:40:00,49.219,11.177,345.592,540.822,2.161,541.434,541.841,540.334,539.68,2.8886,62.452,3.115,3.064,57.95,0.365,0
2026-05-12 13:50:00,49.36,11.119,346.118,542.419,3.125,544.177,541.052,541.572,542.875,2.8872,62.533,3.002,3.008,58.126,0.348,0
2026-05-12 14:00:00,49.054,11.121,345.765,540.079,2.728,541.086,538.358,540.882,539.99,2.8673,62.224,3.085,2.976,58.123,0.249,0
2026-05-12 14:10:00,49.438,11.203,346.254,540.488,3.284,538.756,540.708,540.447,542.04,2.9027,62.591,3.115,2.686,58.012,0.28,0
