timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,EGT_Z1_C,EGT_Z2_C,EGT_Z3_C,EGT_Z4_C,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-03-20 00:00:00,46.995,11.101,343.792,539.253,0.808,539.483,538.719,539.282,539.527,2.8241,61.562,2.947,2.859,57.991,0.384,0
2026-03-20 00:10:00,47.043,11.076,344.324,539.724,1.326,540.049,539.103,539.316,540.429,2.8276,61.732,3.121,2.988,58.091,0.392,0
2026-03-20 00:20:00,46.997,11.031,343.771,539.602,2.844,540.622,539.453,540.554,537.778,2.8149,61.763,2.973,2.894,57.95,0.36,0
2026-03-20 00:30:00,46.947,10.999,344.249,539.352,0.597,538.994,539.407,539.591,539.417,2.8046,61.381,2.987,2.949,57.955,0.301,0
2026-03-20 00:40:00,46.789,11.082,344.282,539.209,2.98,538.859,537.846,540.826,539.304,2.8263,61.941,2.992,3.07,57.942,0.343,0
2026-03-20 00:50:00,46.684,11.044,343.797,537.172,3.02,538.61,537.548,535.59,536.939,2.8018,61.685,2.986,2.965,58.12,0.307,0
2026-03-20 01:00:00,47.078,11.083,344.194,538.224,2.991,539.095,536.104,539.072,538.625,2.8124,61.828,3.189,2.912,57.76,0.392,0
2026-03-20 01:10:00,46.852,11.01,344.209,539.59,1.498,539.366,539.628,538.935,540.433,2.8145,61.462,3.081,2.997,57.815,0.231,0
2026-03-20 01:20:00,46.86,11.075,343.737,538.448,2.739,538.805,540.104,537.365,537.519,2.8267,61.836,2.86,2.949,57.926,0.271,0
2026-03-20 01:30:00,46.715,11.04,343.936,539.116,2.099,538.669,539.271,540.311,538.212,2.7996,61.92,3.001,2.948,57.888,0.286,0
2026-03-20 01:40:00,47.12,11.089,344.483,540.447,4.538,540.938,538.317,539.677,542.855,2.8025,61.743,3.042,3.09,57.802,0.414,0
2026-03-20 01:50:00,46.974,11.074,344.582,538.879,0.984,539.031,539.192,538.208,539.085,2.8216,61.649,3.075,2.999,58.001,0.38,0
2026-03-20 02:00:00,46.806,11.089,343.69,539.945,3.804,540.545,537.536,540.359,541.34,2.8096,61.494,3.078,2.957,57.971,0.46,0
2026-03-20 02:10:00,46.711,11.088,343.949,538.045,3.518,536.763,540.281,537.957,537.179,2.7894,61.888,2.966,2.965,58.035,0.323,0
2026-03-20 02:20:00,47.127,11.037,344.066,539.154,2.657,538.315,540.972,538.441,538.887,2.8201,61.52,3.055,2.956,57.967,0.32,0
2026-03-20 02:30:00,46.682,11.02,344.109,537.951,2.478,536.53,538.204,539.008,538.063,2.8071,61.702,3.007,2.839,58.033,0.314,0
2026-03-20 02:40:00,46.761,11.016,343.656,538.812,1.832,539.72,538.334,539.307,537.888,2.7883,62.04,2.981,2.973,57.811,0.425,0
2026-03-20 02:50:00,47.047,11.11,344.434,539.924,1.369,539.229,539.442,540.598,540.427,2.8164,61.606,2.948,2.872,58.014,0.238,0
2026-03-20 03:00:00,46.915,11.054,344.218,537.26,2.126,536.235,536.567,537.875,538.361,2.8071,61.687,3.106,3.044,57.908,0.404,0
2026-03-20 03:10:00,46.93,11.083,344.062,539.388,0.593,539.768,539.321,539.175,539.289,2.7946,61.573,2.923,2.993,57.965,0.335,0
2026-03-20 03:20:00,46.985,11.102,344.563,538.361,1.6,539.272,538.536,537.672,537.965,2.8201,61.609,3.126,2.838,57.78,0.27,0
2026-03-20 03:30:00,46.994,11.106,344.027,537.518,3.801,538.992,537.541,535.191,538.348,2.8057,61.765,3.12,2.983,58.159,0.396,0
2026-03-20 03:40:00,46.899,11.035,344.26,539.304,2.781,540.483,540.034,538.997,537.702,2.7999,61.656,3.074,2.863,57.908,0.322,0
2026-03-20 03:50:00,47.19,11.089,344.439,539.53,2.462,539.228,540.77,538.308,539.813,2.8279,61.816,3.111,2.949,57.927,0.33,0
2026-03-20 04:00:00,46.916,11.099,344.256,538.901,1.187,539.515,538.328,538.724,539.036,2.8078,61.65,3.016,2.955,58.152,0.369,0
2026-03-20 04:10:00,47.096,11.092,344.112,539.333,1.592,540.043,539.363,538.451,539.474,2.8305,62.182,3.009,2.771,57.801,0.349,0
2026-03-20 04:20:00,46.967,10.993,344.011,538.73,5.798,541.498,538.55,539.172,535.7,2.8203,61.757,2.831,2.881,57.818,0.297,0
2026-03-20 04:30:00,46.987,11.117,344.072,538.228,1.517,538.903,537.571,538.978,537.461,2.7954,61.92,2.973,2.843,57.966,0.327,0
2026-03-20 04:40:00,46.882,11.026,344.107,537.782,3.679,539.554,538.849,535.875,536.85,2.8303,61.867,3.075,2.891,57.957,0.304,0
2026-03-20 04:50:00,46.917,11.075,344.089,538.164,2.802,537.024,539.826,538.724,537.08,2.8178,61.933,3.272,2.849,58.042,0.26,0
