timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,EGT_Z1_C,EGT_Z2_C,EGT_Z3_C,EGT_Z4_C,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-01-10 00:00:00,46.913,11.066,344.121,539.205,1.4,539.941,538.843,538.541,539.495,2.8264,61.997,3.049,2.994,57.821,0.412,0
2026-01-10 00:10:00,46.92,11.036,344.141,538.065,2.118,539.197,538.676,537.079,537.307,2.8091,61.571,2.944,2.917,57.953,0.356,0
2026-01-10 00:20:00,46.992,11.069,344.341,538.1,2.486,538.872,538.68,538.46,536.386,2.8199,61.92,2.986,2.903,58.111,0.385,0
2026-01-10 00:30:00,47.173,11.05,344.409,539.32,3.542,539.87,540.411,540.131,536.869,2.8262,61.998,3.099,2.885,57.857,0.339,0
2026-01-10 00:40:00,47.074,11.04,344.391,539.238,3.518,541.041,537.523,539.158,539.23,2.8124,61.43,3.046,3.007,57.95,0.345,0
2026-01-10 00:50:00,46.877,11.084,343.865,538.66,1.322,539.09,538.647,539.112,537.79,2.8139,61.563,3.12,2.893,57.656,0.331,0
2026-01-10 01:00:00,47.075,11.078,344.225,539.034,3.131,539.81,537.191,538.814,540.322,2.8208,61.771,2.972,3.089,58.072,0.283,0
2026-01-10 01:10:00,46.91,11.078,344.043,539.033,2.436,538.424,537.654,540.09,539.964,2.8188,61.649,2.999,2.96,57.739,0.31,0
2026-01-10 01:20:00,46.84,11.027,343.771,538.334,1.069,538.355,538.957,537.888,538.138,2.8015,61.706,3.059,2.939,57.926,0.41,0
2026-01-10 01:30:00,46.656,11.087,344.0,538.416,1.03,537.781,538.693,538.811,538.379,2.7979,61.808,3.072,3.115,57.851,0.369,0
2026-01-10 01:40:00,46.746,11.053,343.988,537.571,3.979,535.577,538.824,536.326,539.556,2.8037,61.635,3.138,3.057,58.0,0.387,0
2026-01-10 01:50:00,46.805,11.018,343.992,537.796,0.591,537.514,537.583,538.105,537.981,2.8144,61.671,3.082,2.991,57.997,0.341,0
2026-01-10 02:00:00,46.927,11.098,344.055,538.543,3.258,537.737,538.56,540.566,537.308,2.8106,61.573,2.992,2.9,57.884,0.36,0
2026-01-10 02:10:00,46.67,11.093,344.405,537.893,1.955,539.195,537.24,537.644,537.494,2.7847,61.65,2.973,2.865,58.054,0.416,0
2026-01-10 02:20:00,46.804,11.049,343.924,539.322,3.991,541.317,539.219,539.424,537.326,2.8074,61.845,3.164,2.745,57.898,0.325,0
2026-01-10 02:30:00,46.779,11.087,343.92,538.908,2.797,538.633,537.728,540.525,538.745,2.8152,61.528,3.016,2.873,57.788,0.388,0
2026-01-10 02:40:00,46.836,10.987,343.95,539.085,2.003,537.847,539.85,539.09,539.552,2.8149,61.577,3.016,2.952,57.849,0.282,0
2026-01-10 02:50:00,46.686,11.03,344.019,538.12,2.101,538.295,538.921,538.446,536.82,2.7994,61.618,3.062,2.978,58.082,0.358,0
2026-01-10 03:00:00,46.709,11.039,344.25,538.716,2.99,539.22,537.513,537.626,540.503,2.7967,61.562,3.081,2.946,57.88,0.407,0
2026-01-10 03:10:00,46.785,11.052,343.994,537.086,3.974,536.105,537.615,539.299,535.325,2.8144,61.729,3.017,3.12,57.954,0.33,0
2026-01-10 03:20:00,47.114,11.058,344.26,539.014,1.661,538.263,538.548,539.924,539.322,2.8307,61.72,3.002,2.92,58.057,0.332,0
2026-01-10 03:30:00,46.96,11.035,343.957,539.158,3.59,538.095,539.631,541.249,537.659,2.821,61.91,3.121,2.907,57.897,0.339,0
2026-01-10 03:40:00,46.955,11.04,344.646,537.849,0.646,538.262,537.679,537.839,537.616,2.811,61.857,2.966,3.05,57.834,0.403,0
2026-01-10 03:50:00,46.659,11.032,344.087,538.139,0.681,537.89,538.571,538.143,537.952,2.8107,62.13,3.009,2.945,57.786,0.283,0
2026-01-10 04:00:00,47.141,11.04,344.317,539.093,2.143,540.653,538.51,538.533,538.676,2.8202,61.708,2.878,2.894,57.993,0.336,0
2026-01-10 04:10:00,47.147,11.086,344.198,538.47,3.218,537.742,538.323,537.299,540.517,2.8211,62.047,3.143,2.892,57.906,0.268,0
2026-01-10 04:20:00,47.005,11.025,344.246,539.353,3.163,541.275,539.516,538.511,538.112,2.8228,61.284,3.078,3.012,58.03,0.309,0
2026-01-10 04:30:00,47.123,11.139,344.482,540.627,2.115,541.871,539.756,540.108,540.773,2.8104,61.729,3.033,2.956,58.036,0.383,0
2026-01-10 04:40:00,46.935,11.066,344.261,539.077,1.999,538.48,540.479,538.692,538.656,2.8067,61.966,3.098,2.923,57.977,0.342,0
2026-01-10 04:50:00,47.027,11.071,344.176,538.898,3.783,537.818,537.12,539.752,540.903,2.8198,61.784,2.937,2.837,57.956,0.398,0
2026-01-10 05:00:00,47.138,11.095,344.526,539.308,1.557,538.876,540.258,539.398,538.701,2.8214,61.734,2.977,3.016,57.961,0.341,0
2026-01-10 05:10:00,47.176,11.059,344.639,539.009,4.519,539.238,540.081,536.099,540.618,2.8111,61.915,3.131,2.98,57.88,0.41,0
2026-01-10 05:20:00,47.182,11.058,344.481,538.933,2.75,538.81,540.518,537.768,538.635,2.8066,61.909,2.989,2.908,57.986,0.261,0
2026-01-10 05:30:00,46.992,11.054,344.046,536.894,1.61,537.548,536.899,537.193,535.938,2.8189,61.862,3.074,2.76,57.942,0.298,0
2026-01-10 05:40:00,47.345,11.088,344.546,537.938,2.654,538.637,538.618,535.983,538.512,2.8439,61.782,3.17,2.926,57.879,0.344,0
2026-01-10 05:50:00,47.542,11.08,345.037,539.636,2.929,540.566,540.825,537.896,539.256,2.8275,61.905,3.027,2.992,58.015,0.403,0
2026-01-10 06:00:00,47.158,11.032,344.031,539.51,6.719,539.775,539.069,542.957,536.238,2.8249,61.488,3.091,2.896,57.917,0.367,0
2026-01-10 06:10:00,47.506,11.119,344.408,538.843,1.356,538.942,538.199,538.677,539.555,2.8426,61.757,3.093,2.895,57.864,0.356,0
2026-01-10 06:20:00,47.428,11.133,344.712,538.262,1.333,537.682,539.015,538.479,537.872,2.8447,61.839,3.087,2.926,57.969,0.38,0
2026-01-10 06:30:00,47.846,11.117,345.311,539.89,0.874,540.239,539.365,540.158,539.8,2.8437,61.734,2.973,3.033,57.83,0.314,0
2026-01-10 06:40:00,47.565,11.072,344.269,539.146,3.824,537.255,538.967,541.079,539.283,2.844,62.097,3.008,3.025,57.839,0.428,0
2026-01-10 06:50:00,47.666,11.103,344.561,539.002,3.165,538.603,540.885,538.799,537.72,2.8446,61.904,2.912,3.047,58.189,0.302,0
2026-01-10 07:00:00,47.971,11.08,344.869,540.465,2.449,539.636,540.12,542.085,540.019,2.84,62.105,3.154,2.947,57.728,0.275,0
2026-01-10 07:10:00,47.869,11.057,344.691,539.717,2.919,538.869,540.897,538.091,541.01,2.846,62.134,2.952,2.978,58.156,0.373,0
2026-01-10 07:20:00,47.562,11.059,344.475,539.367,4.285,540.455,538.461,537.133,541.418,2.8419,61.715,2.93,3.05,57.998,0.237,0
2026-01-10 07:30:00,47.721,11.072,344.751,539.325,1.832,539.56,540.467,538.637,538.635,2.8429,61.837,3.029,2.973,58.041,0.302,0
