timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TC26,TC27,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2025-11-01 00:00:00,47.101,11.049,344.526,539.172,6.694,539.278,540.636,540.648,540.848,539.876,540.456,539.196,541.124,540.508,542.359,540.01,539.423,539.549,540.284,538.693,538.347,538.395,538.044,535.665,538.497,537.071,536.723,537.562,538.308,538.526,538.338,539.283,2.8256,62.13,2.965,3.177,57.938,0.331,0
2025-11-01 00:10:00,46.915,11.024,344.263,538.138,7.074,538.398,538.159,535.507,539.57,539.77,539.034,539.545,538.887,539.65,541.285,538.008,538.983,539.268,537.909,538.824,537.57,538.462,538.221,536.686,535.386,537.747,534.211,535.864,537.545,538.81,538.121,538.311,2.8126,61.657,3.012,3.017,57.824,0.453,0
2025-11-01 00:20:00,46.748,11.096,343.787,538.55,4.893,538.82,539.163,539.904,537.693,539.848,539.802,539.723,539.809,540.804,539.027,539.54,538.958,539.193,537.596,537.319,538.239,538.87,538.206,537.322,535.911,537.923,537.169,537.235,537.3,538.226,538.372,538.865,2.7961,61.587,3.142,3.074,57.837,0.392,0
2025-11-01 00:30:00,47.073,11.049,343.851,539.258,4.427,539.387,537.809,541.326,541.246,540.455,540.784,540.466,540.67,540.879,540.159,538.735,540.475,540.063,539.7,538.333,538.714,538.959,537.601,539.224,537.322,537.25,536.899,539.199,537.725,537.833,538.348,540.402,2.8136,61.757,3.089,3.087,58.06,0.399,0
2025-11-01 00:40:00,46.644,10.989,343.423,537.674,4.951,536.874,537.99,538.681,537.766,538.366,539.232,539.684,539.368,539.619,537.884,540.303,538.453,537.731,538.895,536.408,535.352,537.105,536.7,537.628,536.584,535.856,536.883,536.507,536.465,535.677,537.089,538.085,2.8003,61.709,3.112,2.89,57.948,0.423,0
2025-11-01 00:50:00,46.801,11.07,344.554,538.309,5.259,537.993,538.736,539.179,539.076,539.442,541.199,539.395,539.332,538.913,539.103,537.013,540.416,538.294,535.94,538.446,540.048,536.307,536.929,538.865,539.29,536.238,536.862,536.778,536.079,537.791,537.542,539.148,2.8124,61.829,3.17,2.872,57.845,0.331,0
2025-11-01 01:00:00,46.854,10.978,344.274,538.727,5.146,536.906,539.077,538.85,541.468,541.024,540.706,539.452,539.962,540.457,540.279,539.694,539.984,539.409,537.251,539.515,537.525,538.734,537.762,536.585,536.322,537.55,539.475,538.526,538.493,537.208,536.544,536.866,2.8077,61.861,3.074,3.124,57.973,0.442,0
2025-11-01 01:10:00,46.727,11.071,344.111,537.988,4.506,536.94,537.52,538.245,539.354,538.62,538.803,538.978,539.494,539.066,538.623,540.635,538.759,538.786,537.752,539.334,536.483,538.119,536.406,536.129,536.825,536.442,538.089,536.967,536.662,537.206,538.592,536.86,2.8136,61.683,2.921,2.894,57.877,0.28,0
2025-11-01 01:20:00,46.771,11.04,343.668,538.703,6.316,538.287,539.097,542.084,538.823,539.124,541.064,540.998,539.634,541.14,538.428,537.949,540.378,539.082,539.122,538.788,539.314,538.411,537.885,536.797,536.197,535.768,538.757,537.814,537.548,535.895,538.597,538.007,2.794,62.052,2.951,2.955,57.958,0.35,0
2025-11-01 01:30:00,46.908,11.077,344.148,538.421,4.11,538.296,538.509,539.588,539.324,540.013,538.387,538.021,539.091,538.078,539.729,539.972,540.557,539.531,539.152,538.034,537.883,538.983,536.583,536.844,537.171,536.447,536.749,537.266,537.881,538.542,537.312,539.435,2.8211,61.554,2.955,3.093,57.929,0.267,0
