timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TC26,TC27,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-03-01 00:00:00,46.854,11.072,344.128,538.376,5.928,537.087,537.592,539.624,541.388,539.633,538.531,540.082,540.171,539.787,538.598,538.671,539.313,537.674,537.041,539.77,539.345,539.501,537.685,537.002,535.46,536.115,536.321,536.959,538.052,538.888,536.592,539.274,2.824,61.593,2.951,3.048,58.133,0.307,0
2026-03-01 00:10:00,46.908,11.087,343.623,539.128,5.27,538.198,540.838,538.718,539.532,538.883,539.654,539.408,542.385,540.479,538.298,539.126,540.321,540.942,539.947,539.529,538.4,539.837,537.21,538.199,538.891,538.417,537.115,538.836,537.77,537.186,539.69,538.639,2.8168,61.765,3.154,2.925,57.903,0.387,0
2026-03-01 00:20:00,46.826,11.069,344.226,539.082,5.959,539.042,539.359,538.512,539.285,539.866,541.21,540.896,542.588,541.328,540.843,539.961,539.967,537.934,538.175,539.163,538.793,538.526,538.387,536.946,538.03,537.836,538.339,536.629,537.76,538.959,537.477,539.394,2.8055,61.792,3.111,3.03,58.076,0.325,0
2026-03-01 00:30:00,46.868,11.044,344.173,538.231,4.774,537.281,539.423,538.668,538.461,539.658,539.401,540.812,540.106,540.432,538.429,539.892,539.334,537.013,537.48,538.708,537.825,536.15,538.291,536.343,536.038,537.904,536.838,537.222,536.822,537.705,539.281,536.723,2.8089,61.667,2.944,2.98,57.832,0.384,0
2026-03-01 00:40:00,47.026,11.067,344.111,538.892,4.676,539.692,538.871,540.333,540.316,540.06,541.136,538.427,539.943,540.484,539.002,540.024,539.002,538.975,537.949,538.775,540.026,538.496,536.46,536.721,537.89,537.841,538.139,536.849,538.237,537.288,539.712,539.428,2.8375,61.636,3.11,2.919,57.881,0.366,0
2026-03-01 00:50:00,46.761,11.035,344.266,538.395,6.203,538.404,539.889,540.018,538.297,539.179,540.197,539.923,540.752,538.134,537.304,540.137,539.12,539.427,536.826,540.077,538.764,539.384,536.026,537.002,534.549,537.302,536.505,536.543,537.454,537.422,539.059,538.97,2.8029,61.559,3.131,3.006,57.97,0.37,0
2026-03-01 01:00:00,46.763,11.002,344.358,539.34,5.621,539.936,540.596,539.734,542.034,541.729,540.933,540.221,540.525,539.605,540.199,539.855,540.003,541.583,538.881,538.775,540.212,536.413,540.777,538.487,539.187,537.207,536.513,537.374,537.808,538.896,536.712,537.987,2.8121,61.648,3.034,2.809,57.937,0.36,0
2026-03-01 01:10:00,47.123,11.058,344.197,538.882,6.306,539.109,539.366,539.537,539.955,539.951,540.348,539.898,539.516,542.46,539.292,540.11,540.029,538.379,538.421,539.487,537.226,539.359,537.127,538.4,536.542,536.399,537.815,538.467,536.154,540.859,537.606,537.994,2.8192,61.661,3.072,2.929,57.629,0.293,0
2026-03-01 01:20:00,46.517,11.07,343.55,539.083,6.021,539.376,540.919,538.683,537.169,539.801,540.97,541.878,542.017,539.598,540.681,540.265,541.463,540.799,538.514,538.712,539.559,537.054,536.295,538.096,535.996,539.372,538.223,537.199,538.005,537.582,538.346,538.676,2.8054,61.716,3.083,2.951,57.979,0.305,0
2026-03-01 01:30:00,46.715,11.083,343.913,538.736,7.036,539.783,539.837,539.242,539.511,540.871,541.59,541.316,542.26,539.569,541.112,541.114,538.924,538.824,538.158,538.177,536.085,537.597,537.412,535.224,535.663,537.974,536.458,537.642,539.771,536.556,536.443,538.761,2.7918,61.8,3.018,3.013,57.87,0.317,0
2026-03-01 01:40:00,46.929,11.073,344.125,538.989,7.417,539.632,540.949,541.949,538.215,540.866,539.757,542.874,540.896,540.851,539.194,540.129,541.225,539.531,537.648,537.913,538.13,537.35,538.413,537.288,539.328,537.691,537.208,536.952,535.457,538.142,537.181,537.928,2.8251,61.834,3.186,2.763,57.878,0.362,0
2026-03-01 01:50:00,46.724,11.089,343.857,538.627,6.491,540.339,538.068,540.174,539.347,538.427,539.692,541.608,541.66,541.783,540.922,538.145,538.521,535.611,537.94,539.061,538.813,537.685,538.228,537.637,538.597,537.038,537.323,535.292,538.128,538.472,537.657,536.774,2.8137,61.831,2.911,2.738,57.807,0.395,0
2026-03-01 02:00:00,46.726,11.044,343.914,538.613,6.0,538.69,538.178,538.172,541.776,539.004,540.441,542.586,539.578,540.625,539.243,538.585,538.641,540.258,537.168,537.012,538.394,538.128,537.28,537.232,536.586,538.332,537.975,537.02,538.452,537.742,537.982,537.473,2.8157,61.56,2.992,2.761,57.898,0.318,0
2026-03-01 02:10:00,46.538,11.005,343.44,537.838,5.901,539.799,537.395,538.722,538.624,539.923,537.376,539.007,539.116,539.127,541.704,537.609,539.574,537.737,538.18,536.087,537.834,537.102,536.932,536.779,537.222,536.039,535.824,536.277,537.574,536.479,535.803,537.793,2.806,61.999,2.952,2.902,58.054,0.37,0
2026-03-01 02:20:00,46.517,11.043,343.729,538.527,6.093,539.687,538.607,539.647,539.018,538.636,540.34,540.104,540.546,539.454,541.612,539.783,538.197,539.984,538.525,539.444,537.855,537.021,536.232,537.918,535.519,536.929,536.571,537.612,538.097,538.236,538.583,536.071,2.813,61.669,3.089,2.975,57.669,0.33,0
2026-03-01 02:30:00,46.982,11.059,344.0,539.187,6.038,540.504,538.661,539.69,539.621,540.003,541.556,540.928,540.026,539.261,540.395,541.899,540.369,539.732,539.259,539.955,540.815,537.747,537.765,536.742,535.861,537.942,538.121,537.27,538.223,537.423,538.876,539.4,2.8109,61.733,3.038,3.0,58.178,0.333,0
