timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TC26,TC27,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-05-01 00:00:00,46.8,11.054,344.249,537.976,6.167,538.386,538.575,538.424,539.091,538.958,539.111,539.075,540.555,540.146,538.384,540.141,538.504,539.137,538.374,538.098,537.681,537.753,536.751,536.633,536.904,537.357,537.655,534.388,536.534,537.65,535.759,535.335,2.8179,61.919,2.959,3.003,57.929,0.34,0
2026-05-01 00:10:00,46.745,11.037,343.785,537.962,5.11,537.391,539.179,539.159,539.743,539.116,539.762,539.629,537.619,538.464,540.131,540.039,539.463,537.649,538.693,539.149,537.704,536.322,537.188,536.93,536.59,535.021,536.407,536.274,535.092,537.961,537.963,536.338,2.8152,61.947,3.109,2.89,58.014,0.38,0
2026-05-01 00:20:00,46.932,11.04,344.358,538.654,5.79,538.653,540.088,541.404,539.136,540.866,538.735,538.99,539.075,540.382,541.346,541.309,538.896,539.997,539.664,538.076,537.185,537.556,538.375,536.402,537.291,536.537,535.614,536.956,537.609,537.638,536.536,539.334,2.8284,61.989,3.003,2.969,57.924,0.3,0
2026-05-01 00:30:00,47.013,11.016,344.146,539.501,6.32,539.226,538.629,540.371,541.395,541.046,542.001,541.755,542.826,540.576,540.766,539.904,540.146,540.631,538.939,537.56,539.005,538.415,538.255,536.957,538.723,536.506,537.842,538.546,539.685,538.28,539.411,539.142,2.8194,61.949,3.108,3.051,57.912,0.411,0
2026-05-01 00:40:00,46.952,11.06,344.265,538.736,5.139,538.333,540.575,540.054,538.528,538.949,539.35,539.551,541.201,539.62,539.787,539.172,540.661,540.007,539.976,537.952,537.856,536.062,536.592,536.667,536.635,537.765,539.476,536.082,538.934,538.998,539.385,537.695,2.8268,61.672,3.004,3.043,58.005,0.316,0
2026-05-01 00:50:00,46.894,11.085,344.204,538.262,4.888,538.36,538.478,539.827,538.423,539.056,539.736,541.127,538.518,540.745,538.87,539.1,538.954,538.905,538.53,539.159,538.033,536.239,537.21,536.642,537.097,537.087,536.842,537.247,536.729,537.624,538.171,536.374,2.8004,61.744,3.096,2.996,57.776,0.412,0
2026-05-01 01:00:00,46.647,11.048,343.83,538.65,5.145,537.91,539.048,539.474,539.646,541.149,540.544,541.371,540.475,540.513,539.776,539.766,537.89,537.893,537.658,537.29,538.593,538.232,537.806,536.835,536.226,537.154,538.397,539.093,538.309,537.352,537.267,537.886,2.802,61.888,3.175,2.845,57.874,0.364,0
2026-05-01 01:10:00,47.035,11.057,344.005,538.021,4.605,535.989,538.438,538.668,538.712,540.289,538.809,539.301,538.821,538.523,538.582,538.755,540.594,536.989,536.721,537.391,539.519,536.573,537.339,537.875,536.508,536.466,536.902,537.524,537.005,537.236,538.315,538.728,2.8131,61.76,3.243,2.854,58.055,0.374,0
2026-05-01 01:20:00,46.522,11.039,343.838,538.639,6.638,537.17,538.298,539.405,538.385,541.19,538.84,541.816,541.122,542.625,541.409,538.564,538.047,537.789,537.931,539.855,535.987,538.857,538.994,536.999,536.46,536.409,536.846,537.816,536.447,539.331,538.058,538.594,2.7987,61.414,3.032,2.924,57.999,0.328,0
2026-05-01 01:30:00,46.705,11.038,344.362,539.239,4.852,541.845,539.974,538.404,540.149,539.925,541.393,541.9,540.445,539.617,541.843,538.294,539.203,538.725,539.907,538.809,538.836,538.702,538.272,538.473,537.048,538.961,537.202,539.348,537.23,538.854,537.607,538.49,2.7971,61.812,3.05,2.9,57.946,0.336,0
2026-05-01 01:40:00,46.715,11.038,343.925,538.372,6.375,537.743,537.064,540.051,538.353,539.648,539.874,539.239,539.677,541.972,539.942,539.427,540.925,537.377,539.72,536.735,537.774,537.771,538.397,536.869,537.079,537.383,537.861,537.462,536.23,535.597,537.711,538.175,2.8128,61.582,3.068,2.916,58.102,0.387,0
2026-05-01 01:50:00,47.097,11.034,344.122,538.534,5.517,538.803,539.35,538.724,538.792,541.358,539.418,540.262,540.08,540.116,540.485,538.454,537.545,539.669,538.708,537.147,537.009,536.553,537.878,538.01,536.091,537.619,538.089,537.966,538.966,539.458,538.029,535.841,2.8291,61.883,3.154,2.935,58.059,0.344,0
2026-05-01 02:00:00,46.889,11.084,344.33,538.015,4.886,538.253,538.528,537.74,539.85,539.231,537.339,538.85,539.106,540.12,539.971,539.194,539.321,538.258,537.754,537.855,537.731,537.725,536.41,537.825,536.771,537.919,535.717,536.28,535.234,536.88,537.851,538.7,2.8332,61.886,3.06,2.978,58.259,0.368,0
2026-05-01 02:10:00,46.87,11.04,343.667,538.214,6.882,538.664,538.141,538.429,538.393,541.622,539.202,537.903,539.72,539.218,538.9,540.799,539.132,538.938,539.387,537.876,537.71,537.117,537.711,534.74,536.831,538.146,537.376,535.098,538.004,538.234,537.361,537.113,2.8075,62.021,3.169,2.959,57.931,0.434,0
2026-05-01 02:20:00,47.093,11.057,344.486,538.996,7.418,541.126,540.56,540.404,538.66,540.428,540.237,542.851,538.786,539.592,541.16,539.697,539.754,539.729,538.743,538.481,537.564,539.354,538.695,536.841,537.324,537.224,535.433,536.812,538.407,536.71,540.053,538.278,2.8295,61.751,3.165,2.969,57.867,0.421,0
2026-05-01 02:30:00,47.03,11.045,344.045,539.267,5.879,539.593,539.453,540.606,538.069,541.693,541.32,540.16,539.301,541.91,540.409,540.647,540.239,539.511,540.011,538.436,540.243,538.619,537.775,537.459,538.736,539.005,538.738,536.031,538.048,538.788,537.283,538.138,2.8107,61.609,3.121,2.879,57.888,0.327,0
2026-05-01 02:40:00,46.922,11.059,344.043,538.799,4.995,537.734,536.865,537.645,540.054,539.644,539.466,538.888,540.589,540.459,541.67,540.892,540.556,538.604,540.459,537.879,536.913,536.725,538.524,539.487,537.836,538.317,538.683,538.444,538.32,536.675,537.435,538.799,2.7976,61.48,2.989,2.823,57.931,0.336,0
2026-05-01 02:50:00,46.703,11.01,343.846,538.583,6.285,538.714,540.167,539.769,539.846,539.418,539.6,539.284,540.805,541.336,540.552,539.998,538.573,540.438,538.974,537.321,536.964,536.488,535.699,536.506,537.6,535.711,538.848,535.051,538.135,539.937,538.984,537.025,2.8122,61.56,3.063,2.957,57.955,0.428,0
2026-05-01 03:00:00,46.929,11.074,343.984,538.398,5.931,538.432,538.215,539.228,540.819,539.778,538.667,540.718,540.24,540.681,539.258,539.744,541.032,538.665,538.438,538.796,539.582,536.145,537.162,535.101,535.642,538.292,535.657,538.173,537.319,536.715,536.758,537.492,2.806,61.947,3.08,2.868,57.851,0.276,0
2026-05-01 03:10:00,46.6,11.063,343.772,538.042,5.716,536.304,538.18,539.152,537.543,539.32,540.456,538.738,537.942,539.721,539.588,539.293,538.589,537.889,538.254,537.427,537.048,537.842,538.68,537.685,537.604,535.305,536.393,536.02,535.721,536.933,538.49,541.021,2.8039,61.751,3.013,2.998,57.96,0.389,0
