timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TC26,TC27,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2025-09-15 00:00:00,47.07,11.027,344.361,538.529,6.288,539.475,539.44,538.392,540.375,540.478,538.107,540.354,540.188,541.231,539.826,538.737,538.244,538.85,538.981,538.725,537.224,538.985,537.415,537.529,534.943,537.901,538.817,536.723,537.221,535.748,537.573,538.794,2.8041,61.812,2.847,2.949,58.073,0.291,0
2025-09-15 00:10:00,47.115,11.047,344.636,538.476,5.374,538.319,538.707,539.046,539.828,539.668,539.786,541.512,539.67,538.955,537.155,539.568,539.816,538.884,539.559,540.126,538.185,536.794,537.911,536.297,536.286,536.138,536.848,537.246,537.717,538.132,538.399,538.311,2.8257,61.485,2.978,2.954,57.9,0.328,0
2025-09-15 00:20:00,47.02,11.06,344.22,539.394,7.832,539.325,539.992,538.822,539.57,541.32,540.403,540.197,539.588,543.311,537.987,539.781,541.967,539.363,540.058,540.614,540.077,540.041,539.328,537.143,538.001,535.479,538.443,538.815,537.847,536.63,539.544,539.988,2.8175,61.593,3.15,2.946,57.966,0.415,0
2025-09-15 00:30:00,46.881,11.062,344.319,538.923,5.826,539.587,539.805,538.717,539.847,538.36,539.527,540.637,542.333,540.976,539.373,538.968,539.722,540.549,539.612,540.065,536.507,538.974,539.212,536.518,537.363,537.042,537.008,536.707,537.135,538.363,538.834,539.174,2.82,61.754,3.117,2.878,57.982,0.283,0
2025-09-15 00:40:00,46.975,11.102,344.296,539.53,6.498,540.14,538.569,539.701,539.502,540.513,542.83,540.182,541.465,542.275,542.984,539.361,540.158,540.758,541.206,538.784,537.276,539.296,539.343,538.549,537.941,536.486,537.972,538.792,537.235,539.551,537.397,539.037,2.8182,61.467,3.078,3.058,58.065,0.382,0
2025-09-15 00:50:00,47.029,11.058,344.235,539.356,5.702,540.495,539.415,540.794,539.68,540.01,541.091,542.523,540.078,540.904,540.108,541.462,541.423,540.38,538.44,540.604,537.999,539.638,538.967,539.185,539.009,536.821,537.274,536.964,537.132,537.72,536.931,537.578,2.8086,61.814,3.063,2.963,58.047,0.327,0
2025-09-15 01:00:00,46.958,11.046,344.273,538.798,6.606,537.978,540.543,539.927,539.879,541.681,538.318,541.774,540.152,539.927,540.952,539.389,539.248,538.128,539.131,540.149,538.069,537.195,538.703,537.667,535.168,537.457,536.436,536.465,537.82,537.852,537.826,539.703,2.8191,61.747,3.005,2.956,57.678,0.407,0
2025-09-15 01:10:00,47.184,11.104,343.984,539.819,4.819,539.819,540.878,540.714,539.819,541.965,541.19,541.883,542.47,540.643,540.866,540.372,539.325,538.109,539.097,540.31,540.354,538.617,537.651,537.981,539.31,539.551,539.631,537.961,538.561,539.336,539.599,539.101,2.8102,61.883,2.954,2.959,58.008,0.336,0
2025-09-15 01:20:00,46.76,11.029,344.058,538.721,5.797,538.775,537.943,538.94,538.364,539.513,539.442,541.549,541.475,539.188,541.953,541.762,539.059,537.627,539.344,538.528,537.849,538.541,539.165,537.142,536.156,537.475,538.378,538.388,537.441,537.164,536.63,537.685,2.8082,61.523,2.87,2.875,57.901,0.281,0
2025-09-15 01:30:00,46.789,11.123,344.075,540.026,5.147,539.357,541.808,540.845,541.321,540.656,541.942,540.183,541.151,541.791,540.807,540.39,541.089,541.549,540.306,540.279,537.313,538.728,537.321,539.08,539.827,538.311,539.666,536.795,540.52,538.659,541.106,539.914,2.8092,61.612,3.037,2.834,57.962,0.333,0
2025-09-15 01:40:00,46.946,11.144,343.715,538.285,3.945,537.012,538.797,539.219,538.045,538.149,539.349,538.176,540.335,539.521,540.053,539.501,538.427,539.163,538.568,538.649,537.668,537.825,537.202,536.703,537.32,536.971,537.311,536.39,537.861,538.298,537.751,539.443,2.8061,61.569,2.953,2.966,57.932,0.362,0
2025-09-15 01:50:00,46.902,11.045,344.046,538.611,6.19,537.756,539.75,538.438,539.227,540.936,539.466,540.808,542.292,539.282,539.894,540.75,538.911,539.581,539.271,538.945,536.176,539.056,537.279,536.159,537.462,536.102,537.218,537.912,536.995,537.303,537.738,537.789,2.7978,61.606,3.182,2.871,58.027,0.407,0
2025-09-15 02:00:00,46.785,11.058,343.829,538.224,5.449,537.497,537.809,539.622,537.655,540.765,540.215,539.358,538.437,540.141,540.216,540.106,539.035,539.288,539.205,537.968,536.911,537.891,536.157,538.04,535.545,537.086,537.906,535.497,538.212,535.316,538.576,537.584,2.8063,61.695,3.157,2.781,57.925,0.324,0
2025-09-15 02:10:00,46.741,11.1,343.656,539.081,5.101,538.378,540.274,539.273,540.69,539.008,539.944,541.004,541.867,539.397,539.674,539.602,539.574,540.779,539.59,540.248,539.341,537.846,538.555,537.137,537.7,536.979,536.766,538.053,537.145,537.6,539.991,538.763,2.7978,61.315,3.049,2.94,57.888,0.336,0
2025-09-15 02:20:00,46.82,11.071,344.269,539.029,5.99,539.938,538.889,539.692,539.195,539.534,540.737,540.229,541.887,540.026,538.188,540.088,540.498,538.757,539.696,540.804,539.379,538.53,538.641,537.004,537.5,536.938,535.897,537.244,538.093,538.038,540.652,537.697,2.8194,61.448,3.023,2.985,57.878,0.36,0
2025-09-15 02:30:00,46.798,11.019,344.176,538.653,6.251,538.997,538.235,537.949,540.792,539.895,541.527,539.714,542.322,540.083,540.088,540.126,538.444,539.143,539.025,538.341,538.029,536.67,536.277,538.799,536.536,536.071,536.787,539.157,536.847,536.227,537.817,539.72,2.8023,61.419,3.168,2.888,57.981,0.345,0
2025-09-15 02:40:00,46.856,11.079,344.058,539.045,4.397,538.704,540.007,541.108,540.193,538.697,541.103,539.684,539.705,538.112,540.085,540.236,539.211,541.027,538.841,538.383,539.339,538.529,537.094,539.344,538.549,538.155,537.966,536.711,537.563,536.801,540.458,538.614,2.8014,61.681,3.171,2.905,57.806,0.302,0
2025-09-15 02:50:00,46.58,11.052,343.899,538.392,5.499,539.05,539.244,539.082,539.59,539.164,539.622,538.964,539.532,541.01,539.188,540.299,537.549,539.147,539.517,539.067,538.913,537.581,535.511,535.664,536.214,536.237,536.464,537.515,536.14,537.547,539.808,538.958,2.8049,61.703,3.009,3.064,58.004,0.345,0
2025-09-15 03:00:00,46.879,11.082,344.372,538.878,6.046,541.062,539.209,539.562,541.492,540.262,540.544,542.123,539.398,540.41,541.724,538.809,540.371,538.085,537.796,538.397,537.634,537.842,538.304,536.625,536.077,536.423,537.394,537.942,537.431,537.518,537.774,539.509,2.8127,61.843,3.025,3.04,57.963,0.426,0
2025-09-15 03:10:00,46.655,11.086,343.333,538.605,6.355,537.45,540.489,538.867,539.615,540.46,540.062,539.223,541.305,540.868,540.544,538.61,539.021,538.4,539.013,538.106,538.99,538.913,538.161,537.573,537.48,537.578,534.95,536.308,536.249,537.214,537.877,539.008,2.8126,61.587,3.036,2.876,57.805,0.288,0
2025-09-15 03:20:00,46.842,10.985,343.527,538.296,6.971,539.043,538.455,537.99,538.57,541.69,539.864,541.468,538.949,540.951,542.16,538.793,540.832,538.922,536.991,538.015,535.741,537.249,536.169,535.538,537.054,535.275,535.189,537.424,539.102,537.735,538.032,536.797,2.8187,61.607,2.951,2.951,58.012,0.31,0
2025-09-15 03:30:00,46.923,11.119,344.033,538.709,5.298,537.257,538.243,537.885,540.262,540.352,540.141,540.551,538.435,539.544,541.103,539.533,538.656,541.194,540.171,539.298,539.766,538.285,536.551,536.567,537.458,535.896,536.969,536.162,536.192,539.002,539.097,540.561,2.813,61.721,3.048,2.999,57.976,0.418,0
2025-09-15 03:40:00,46.784,11.04,343.895,538.401,6.08,539.005,538.966,538.026,539.879,539.902,538.84,539.762,540.353,540.498,541.59,538.263,537.561,539.772,538.234,537.209,537.7,537.829,536.818,538.474,537.191,535.51,538.115,537.151,536.518,535.582,537.624,540.444,2.7974,61.719,3.052,2.998,58.035,0.377,0
2025-09-15 03:50:00,46.857,11.094,344.584,539.547,4.714,538.735,540.526,540.443,541.202,539.84,540.698,539.758,541.661,541.199,542.086,540.019,540.465,540.727,540.56,538.158,539.206,538.607,538.231,537.372,537.514,538.227,538.686,538.677,538.285,538.217,539.339,539.342,2.8044,61.756,2.981,2.945,57.937,0.331,0
