timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,EGT_Z1_C,EGT_Z2_C,EGT_Z3_C,EGT_Z4_C,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-04-02 00:00:00,46.78,11.072,344.005,538.648,1.796,538.15,538.891,539.674,537.877,2.8182,61.923,3.039,2.815,57.967,0.28,0
2026-04-02 00:01:00,47.145,11.067,344.309,539.122,1.037,538.698,538.936,539.117,539.736,2.8137,61.984,3.158,2.903,58.004,0.276,0
2026-04-02 00:02:00,47.11,11.09,344.379,539.063,3.173,538.6,537.93,541.103,538.618,2.83,61.887,3.084,3.098,57.815,0.38,0
2026-04-02 00:03:00,46.909,11.052,344.047,538.898,2.365,539.875,538.39,537.509,539.817,2.8253,61.958,3.042,2.841,58.268,0.375,0
2026-04-02 00:04:00,46.741,11.044,343.762,538.4,2.806,538.615,539.743,538.304,536.937,2.7966,61.734,3.085,2.868,57.941,0.339,0
2026-04-02 00:05:00,47.052,11.063,344.333,539.58,2.23,538.711,540.867,538.636,540.106,2.805,61.82,3.029,2.947,58.125,0.357,0
2026-04-02 00:06:00,46.864,11.08,344.251,538.342,5.443,535.857,536.812,541.3,539.4,2.8232,61.573,3.033,3.007,57.953,0.316,0
2026-04-02 00:07:00,47.005,11.01,344.37,539.486,2.782,540.356,541.002,538.366,538.22,2.8295,61.654,3.005,2.871,57.956,0.43,0
2026-04-02 00:08:00,47.203,11.083,344.358,539.726,3.692,541.59,537.898,539.822,539.593,2.8042,61.674,3.065,3.037,58.078,0.255,0
2026-04-02 00:09:00,47.004,11.021,344.367,537.831,1.904,538.698,536.794,538.032,537.801,2.8236,61.884,3.153,2.976,57.799,0.391,0
2026-04-02 00:10:00,46.742,11.056,344.239,538.193,2.765,538.249,539.078,539.105,536.339,2.8116,61.795,3.101,2.929,57.858,0.35,0
2026-04-02 00:11:00,46.99,11.106,343.617,538.473,2.389,538.196,539.559,538.966,537.17,2.8304,61.745,2.933,2.933,57.94,0.348,0
2026-04-02 00:12:00,46.793,11.052,344.138,538.593,1.99,538.434,537.752,538.443,539.742,2.7938,61.752,3.08,2.967,57.952,0.367,0
2026-04-02 00:13:00,46.941,11.039,344.551,539.492,1.804,539.744,540.26,538.456,539.509,2.8044,61.8,3.133,2.937,57.885,0.367,0
2026-04-02 00:14:00,46.847,11.086,343.76,540.09,2.573,538.975,540.185,541.548,539.652,2.8046,61.724,3.159,2.962,58.15,0.339,0
2026-04-02 00:15:00,47.142,11.057,344.33,538.247,1.175,538.112,537.717,538.265,538.892,2.8329,61.685,3.098,2.956,57.968,0.394,0
2026-04-02 00:16:00,46.805,11.032,344.348,538.047,1.396,538.435,538.555,538.039,537.159,2.809,61.831,2.947,2.96,57.914,0.261,0
2026-04-02 00:17:00,46.945,11.047,343.908,538.903,3.299,538.457,540.738,537.439,538.979,2.8172,61.752,3.073,2.945,57.953,0.431,0
2026-04-02 00:18:00,46.988,11.041,344.055,538.198,2.875,537.339,539.562,539.202,536.688,2.8288,62.049,3.061,2.887,58.08,0.359,0
2026-04-02 00:19:00,46.71,11.054,343.341,537.303,3.644,535.814,539.458,536.133,537.805,2.7854,61.897,2.997,3.054,57.784,0.313,0
2026-04-02 00:20:00,46.647,11.059,343.667,538.481,1.132,538.673,538.702,537.709,538.842,2.7941,61.694,3.005,2.842,57.978,0.413,0
2026-04-02 00:21:00,46.698,11.027,344.087,537.96,1.132,537.971,538.375,537.242,538.252,2.8212,61.671,2.931,2.955,58.041,0.448,0
2026-04-02 00:22:00,46.885,11.11,344.006,539.457,2.432,539.583,538.904,538.455,540.887,2.8112,61.665,2.967,3.021,57.855,0.343,0
