timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,EGT_Z1_C,EGT_Z2_C,EGT_Z3_C,EGT_Z4_C,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-02-18 00:00:00,46.816,11.066,344.178,537.589,3.697,538.814,535.117,538.772,537.652,2.8015,61.465,3.217,2.925,58.063,0.351,0
2026-02-18 00:01:00,47.281,11.069,343.984,537.663,2.561,536.271,537.16,538.39,538.832,2.8437,61.575,3.072,2.821,57.95,0.34,0
2026-02-18 00:02:00,46.757,11.012,344.062,536.777,2.59,537.847,535.257,537.709,536.298,2.8058,61.772,3.062,3.008,57.865,0.325,0
2026-02-18 00:03:00,46.842,11.05,343.677,537.644,3.729,538.153,537.461,539.346,535.617,2.8068,61.801,3.155,2.917,58.005,0.23,0
2026-02-18 00:04:00,46.955,11.067,344.167,539.6,6.176,542.346,539.725,540.159,536.17,2.8204,61.713,2.913,3.139,57.934,0.397,0
2026-02-18 00:05:00,47.147,11.081,344.716,539.88,1.382,539.033,540.415,539.984,540.088,2.8095,61.506,3.113,2.925,58.103,0.389,0
2026-02-18 00:06:00,46.949,11.052,344.379,538.748,2.467,537.364,539.831,538.257,539.54,2.8101,61.642,3.272,2.948,57.881,0.346,0
2026-02-18 00:07:00,46.847,11.072,344.278,538.31,6.395,542.047,539.727,535.812,535.653,2.8044,61.497,3.002,2.932,57.819,0.282,0
2026-02-18 00:08:00,46.934,11.079,343.98,538.999,2.494,538.379,537.557,540.051,540.009,2.815,61.698,3.077,2.926,57.991,0.316,0
2026-02-18 00:09:00,46.77,11.032,343.95,540.143,2.188,541.464,539.636,540.193,539.277,2.8111,62.024,2.908,3.034,57.908,0.341,0
2026-02-18 00:10:00,46.942,11.029,344.232,538.817,3.192,539.592,539.902,536.71,539.064,2.8024,62.009,3.035,2.86,57.963,0.364,0
2026-02-18 00:11:00,46.994,11.077,343.895,538.894,2.521,539.772,537.418,538.448,539.938,2.8149,61.649,3.086,2.89,57.816,0.41,0
2026-02-18 00:12:00,46.892,11.03,343.788,539.39,0.811,538.821,539.624,539.632,539.484,2.8023,61.697,3.233,2.924,57.905,0.404,0
2026-02-18 00:13:00,47.039,11.103,344.3,538.995,2.521,537.643,538.098,540.076,540.164,2.8109,62.186,3.047,2.837,57.931,0.464,0
2026-02-18 00:14:00,46.96,11.111,343.731,538.974,2.877,538.868,538.895,540.505,537.628,2.8215,61.425,3.04,2.862,57.732,0.355,0
2026-02-18 00:15:00,46.889,11.073,344.51,539.431,1.514,538.684,540.198,539.942,538.901,2.7908,61.964,2.985,2.968,57.794,0.282,0
2026-02-18 00:16:00,46.883,11.044,344.044,539.649,2.745,540.55,539.598,540.597,537.852,2.8259,61.866,3.081,3.054,58.083,0.309,0
2026-02-18 00:17:00,47.17,11.034,344.872,537.421,3.626,536.87,539.403,537.635,535.777,2.814,61.751,3.079,2.934,57.799,0.357,0
2026-02-18 00:18:00,47.066,11.055,344.031,539.653,3.76,538.569,541.532,540.739,537.772,2.8247,61.924,3.07,2.956,58.046,0.316,0
2026-02-18 00:19:00,47.002,11.121,343.62,539.295,2.077,539.267,538.25,539.338,540.327,2.8174,61.87,3.004,3.014,58.064,0.264,0
2026-02-18 00:20:00,46.976,11.041,344.674,537.002,2.065,538.051,535.985,536.705,537.266,2.805,61.533,3.178,2.889,58.105,0.227,0
2026-02-18 00:21:00,46.745,11.065,343.916,540.038,2.652,539.928,538.744,540.085,541.396,2.8134,61.593,3.062,2.953,57.879,0.352,0
2026-02-18 00:22:00,46.825,11.095,344.127,537.406,3.506,535.568,539.074,536.806,538.176,2.8254,61.774,3.138,2.804,57.557,0.377,0
2026-02-18 00:23:00,47.137,11.077,344.774,538.125,4.206,538.562,540.187,535.982,537.771,2.8164,61.807,3.032,2.981,58.157,0.418,0
2026-02-18 00:24:00,47.099,11.067,344.476,539.584,2.429,538.198,539.338,540.174,540.627,2.8127,61.82,3.069,2.799,58.051,0.398,0
2026-02-18 00:25:00,46.791,11.065,344.381,538.72,2.687,539.718,537.172,539.86,538.128,2.808,61.766,3.182,2.864,57.902,0.275,0
2026-02-18 00:26:00,47.022,11.067,344.306,538.184,5.863,535.824,539.041,536.183,541.687,2.8286,61.728,3.003,3.0,58.015,0.374,0
2026-02-18 00:27:00,46.78,11.062,343.698,538.883,2.848,537.803,538.523,538.557,540.651,2.8073,61.756,3.062,3.034,58.033,0.387,0
2026-02-18 00:28:00,46.767,11.062,343.63,537.752,1.782,536.589,538.112,538.371,537.936,2.8163,61.841,2.802,3.003,57.732,0.393,0
2026-02-18 00:29:00,46.859,11.04,344.5,538.168,2.366,539.245,538.568,536.879,537.981,2.8135,61.738,3.001,2.881,57.972,0.339,0
2026-02-18 00:30:00,46.698,11.022,344.216,539.979,1.608,541.117,539.626,539.509,539.661,2.8104,61.504,3.087,2.953,57.788,0.431,0
2026-02-18 00:31:00,46.669,11.065,343.834,537.929,1.783,537.171,537.693,537.897,538.954,2.8047,61.639,3.016,3.003,57.907,0.328,0
2026-02-18 00:32:00,46.685,11.019,343.854,537.63,1.747,537.169,538.327,538.386,536.639,2.8038,61.491,3.015,2.976,57.857,0.309,0
2026-02-18 00:33:00,47.159,11.042,344.3,539.354,3.251,540.832,537.581,540.023,538.979,2.8133,61.854,3.016,2.924,58.015,0.347,0
2026-02-18 00:34:00,46.705,11.042,344.309,538.554,2.455,539.029,538.708,539.468,537.013,2.788,61.902,3.106,3.073,57.938,0.282,0
2026-02-18 00:35:00,46.798,11.053,344.021,538.705,2.827,538.877,539.799,536.972,539.173,2.8142,61.478,3.12,3.029,58.012,0.359,0
2026-02-18 00:36:00,46.896,10.991,344.424,538.575,1.912,537.645,538.915,539.557,538.181,2.8074,61.864,3.053,2.847,57.757,0.283,0
2026-02-18 00:37:00,47.1,11.081,343.957,540.033,3.38,538.639,538.74,540.734,542.018,2.8076,61.565,3.046,2.87,57.881,0.308,0
2026-02-18 00:38:00,47.024,10.994,344.229,537.608,4.013,538.606,539.734,536.372,535.721,2.7985,61.849,2.99,2.912,57.73,0.375,0
2026-02-18 00:39:00,46.878,11.111,344.215,538.911,2.288,537.666,539.954,539.325,538.697,2.8115,61.647,2.965,2.807,58.092,0.414,0
2026-02-18 00:40:00,46.766,11.043,343.941,538.869,3.865,537.475,541.34,539.126,537.535,2.8142,61.655,3.033,2.924,57.758,0.373,0
2026-02-18 00:41:00,47.085,11.017,344.393,539.893,2.369,540.828,538.459,540.308,539.979,2.8064,61.988,3.082,2.932,58.013,0.314,0
2026-02-18 00:42:00,46.979,11.008,344.372,538.808,1.766,538.158,539.65,539.54,537.884,2.8282,61.974,2.934,2.863,58.104,0.368,0
2026-02-18 00:43:00,47.286,11.077,343.954,540.082,3.46,541.997,540.879,538.912,538.537,2.8245,61.611,2.906,2.9,58.158,0.334,0
2026-02-18 00:44:00,46.825,11.061,343.783,537.714,2.442,538.244,536.406,538.847,537.358,2.8077,61.936,3.077,2.986,58.151,0.364,0
2026-02-18 00:45:00,46.73,11.069,343.975,538.294,4.197,537.189,540.658,536.461,538.868,2.7922,61.531,2.885,2.908,57.943,0.311,0
2026-02-18 00:46:00,46.975,11.058,344.621,537.695,2.911,537.164,539.732,537.063,536.821,2.8221,61.872,3.054,2.987,57.87,0.273,0
2026-02-18 00:47:00,46.626,11.066,344.422,539.662,2.213,540.833,538.795,540.397,538.621,2.8062,61.399,2.968,3.039,57.903,0.323,0
2026-02-18 00:48:00,46.575,11.04,343.87,538.538,4.19,538.525,540.88,538.057,536.69,2.813,61.538,3.076,3.013,57.838,0.436,0
2026-02-18 00:49:00,46.607,11.023,343.916,538.107,2.812,538.928,536.196,538.295,539.008,2.7985,61.621,3.114,3.01,57.856,0.434,0
2026-02-18 00:50:00,47.156,11.022,344.706,540.775,3.269,540.584,542.785,539.517,540.212,2.8162,61.944,2.933,2.943,58.038,0.364,0
2026-02-18 00:51:00,47.024,11.049,344.335,539.451,4.134,538.486,541.7,540.05,537.566,2.8204,61.743,3.104,3.013,58.131,0.292,0
2026-02-18 00:52:00,47.003,11.099,344.322,538.145,2.003,537.203,537.8,539.206,538.37,2.8061,61.761,2.986,3.065,58.012,0.393,0
2026-02-18 00:53:00,46.708,11.054,343.987,538.437,2.988,537.921,540.117,538.582,537.129,2.8137,61.613,3.039,2.949,57.959,0.369,0
2026-02-18 00:54:00,47.298,11.07,344.197,539.527,4.048,541.974,537.926,538.548,539.66,2.8074,61.84,3.116,2.887,58.039,0.413,0
2026-02-18 00:55:00,46.723,11.016,344.109,537.775,2.605,538.872,536.267,537.477,538.483,2.8093,61.818,3.002,2.885,57.859,0.308,0
2026-02-18 00:56:00,46.865,11.035,343.825,537.868,3.592,536.321,539.914,538.327,536.908,2.8136,61.568,3.067,3.052,58.162,0.342,0
2026-02-18 00:57:00,46.815,11.031,343.983,539.073,2.058,538.313,538.902,540.371,538.705,2.822,61.77,3.047,3.038,58.194,0.394,0
2026-02-18 00:58:00,46.904,11.046,344.072,539.048,1.192,539.533,538.668,539.592,538.4,2.8177,62.088,3.086,2.989,57.871,0.416,0
2026-02-18 00:59:00,47.023,11.036,344.022,540.551,0.772,540.251,540.746,540.217,540.989,2.8156,61.578,3.179,2.873,58.074,0.354,0
2026-02-18 01:00:00,47.012,11.086,343.952,538.769,2.781,540.756,538.17,538.176,537.975,2.8083,61.872,3.13,2.934,58.027,0.352,0
2026-02-18 01:01:00,46.403,11.049,343.554,539.075,4.825,540.528,536.947,541.772,537.05,2.7961,61.347,2.979,2.98,58.02,0.335,0
2026-02-18 01:02:00,47.019,11.069,343.889,537.962,2.284,537.607,539.38,537.096,537.766,2.8168,61.757,2.967,2.804,57.863,0.351,0
2026-02-18 01:03:00,47.078,11.093,344.52,538.623,0.549,538.832,538.78,538.283,538.598,2.8256,61.594,3.048,2.895,57.844,0.306,0
2026-02-18 01:04:00,46.989,11.052,344.036,538.347,5.454,538.504,541.414,535.961,537.508,2.8098,61.752,3.054,2.993,58.046,0.383,0
2026-02-18 01:05:00,46.741,11.028,343.757,538.268,1.18,538.76,538.779,537.935,537.599,2.824,61.54,3.07,2.971,58.259,0.311,0
2026-02-18 01:06:00,46.734,11.061,344.393,538.795,3.482,540.294,538.445,536.811,539.63,2.8134,61.647,2.99,2.97,57.977,0.373,0
2026-02-18 01:07:00,46.929,11.07,343.806,539.208,2.113,539.14,540.168,539.467,538.055,2.7933,61.704,3.126,2.88,57.909,0.319,0
2026-02-18 01:08:00,46.638,11.023,343.917,536.663,2.109,535.39,537.04,536.724,537.499,2.8129,61.626,3.168,2.93,58.07,0.29,0
2026-02-18 01:09:00,47.075,11.092,344.351,539.402,2.585,538.109,538.801,540.694,540.006,2.8153,61.737,3.173,3.003,57.675,0.393,0
2026-02-18 01:10:00,46.928,11.048,344.401,537.574,1.207,538.238,537.03,537.095,537.934,2.8109,61.663,2.974,2.905,58.048,0.326,0
2026-02-18 01:11:00,46.652,11.002,344.043,539.018,3.435,539.155,537.342,538.797,540.777,2.7986,61.654,3.081,2.908,57.852,0.369,0
2026-02-18 01:12:00,46.75,11.022,344.166,538.479,1.846,539.377,538.982,538.026,537.53,2.8024,61.641,3.074,3.014,57.876,0.309,0
2026-02-18 01:13:00,46.684,11.041,343.783,538.118,4.348,538.997,535.364,539.713,538.398,2.7987,61.736,2.959,2.957,57.964,0.298,0
2026-02-18 01:14:00,46.957,10.982,344.387,539.757,1.501,539.452,540.435,538.934,540.208,2.8008,61.656,3.073,2.905,57.997,0.257,0
2026-02-18 01:15:00,46.944,11.026,343.89,538.183,3.676,538.904,539.665,535.989,538.174,2.8173,62.002,2.842,3.021,57.863,0.334,0
2026-02-18 01:16:00,46.738,11.056,344.081,538.869,0.964,539.481,538.686,538.517,538.792,2.813,61.622,2.918,2.822,57.892,0.356,0
2026-02-18 01:17:00,46.93,11.017,344.051,538.771,3.494,538.33,540.364,539.521,536.871,2.8123,61.807,2.986,2.948,57.88,0.254,0
2026-02-18 01:18:00,46.645,11.073,343.813,538.829,1.871,539.792,537.922,538.915,538.688,2.807,61.722,3.064,3.032,57.872,0.381,0
2026-02-18 01:19:00,46.671,11.057,344.002,538.325,3.316,537.555,536.77,538.889,540.085,2.7936,61.488,2.974,2.89,57.849,0.39,0
2026-02-18 01:20:00,46.668,11.027,343.827,537.895,3.349,536.227,537.716,538.061,539.576,2.7956,61.798,3.015,2.925,57.96,0.372,0
2026-02-18 01:21:00,46.858,11.102,344.564,538.847,3.191,539.047,536.835,540.027,539.481,2.8058,61.733,3.037,3.115,58.082,0.311,0
2026-02-18 01:22:00,46.757,11.032,344.036,537.168,3.263,536.444,535.816,537.332,539.08,2.8152,61.704,3.148,2.978,57.795,0.394,0
2026-02-18 01:23:00,46.627,11.022,343.45,536.872,2.886,536.886,535.67,536.376,538.556,2.7919,61.383,3.039,2.961,57.933,0.332,0
