timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,EGT_Z1_C,EGT_Z2_C,EGT_Z3_C,EGT_Z4_C,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-03-03 00:00:00,46.727,11.024,343.629,538.112,1.865,538.116,538.627,538.785,536.92,2.7939,61.72,3.161,2.955,57.988,0.373,0
2026-03-03 00:01:00,47.043,11.025,344.451,538.104,4.177,537.762,539.763,539.305,535.586,2.8306,61.807,3.093,2.951,57.977,0.398,0
2026-03-03 00:02:00,46.916,11.089,344.0,538.644,2.322,539.448,537.554,539.876,537.699,2.8175,61.74,2.988,2.982,57.936,0.242,0
2026-03-03 00:03:00,46.767,10.98,344.411,539.531,2.038,540.253,538.311,539.211,540.349,2.8017,61.616,3.136,3.035,57.981,0.305,0
2026-03-03 00:04:00,46.826,11.032,344.072,538.722,3.62,537.829,539.608,536.914,540.534,2.8017,61.845,3.034,2.966,58.079,0.297,0
2026-03-03 00:05:00,47.012,11.048,344.489,538.879,1.867,539.716,538.048,539.809,537.942,2.8126,61.67,3.059,2.929,58.113,0.237,0
2026-03-03 00:06:00,47.002,11.044,344.126,538.905,4.449,541.078,538.849,539.064,536.629,2.8173,62.124,3.142,2.76,57.903,0.337,0
2026-03-03 00:07:00,47.096,11.071,344.522,540.056,0.911,540.658,539.791,540.027,539.747,2.808,61.449,3.162,2.996,57.904,0.324,0
2026-03-03 00:08:00,47.009,11.027,344.184,539.003,3.871,537.952,537.649,538.891,541.52,2.793,61.711,3.016,3.091,57.844,0.302,0
2026-03-03 00:09:00,46.645,10.993,344.147,538.231,1.125,537.737,538.723,537.67,538.795,2.8068,61.695,3.166,3.01,57.849,0.351,0
2026-03-03 00:10:00,47.045,11.059,344.058,539.459,1.435,538.651,539.681,539.419,540.086,2.8244,61.694,3.116,2.887,57.827,0.415,0
2026-03-03 00:11:00,47.273,11.065,344.274,539.98,2.569,538.93,541.5,540.053,539.436,2.8136,61.967,3.06,2.902,57.839,0.402,0
2026-03-03 00:12:00,46.991,11.051,344.007,538.695,3.459,540.928,537.511,538.871,537.469,2.8178,61.541,2.918,2.866,57.877,0.347,0
2026-03-03 00:13:00,46.924,11.048,344.072,538.58,3.542,540.296,539.749,536.754,537.521,2.8171,61.793,3.08,2.973,58.029,0.354,0
2026-03-03 00:14:00,46.865,11.064,344.527,537.84,3.052,539.954,537.455,536.902,537.05,2.7998,61.329,3.138,2.88,57.808,0.333,0
2026-03-03 00:15:00,46.766,11.057,343.676,538.482,1.367,538.095,538.782,537.842,539.209,2.8014,61.374,3.047,3.095,58.0,0.337,0
2026-03-03 00:16:00,46.924,11.096,343.679,538.795,3.362,537.76,540.261,540.259,536.899,2.8085,61.647,3.018,2.97,57.918,0.404,0
2026-03-03 00:17:00,47.084,11.074,344.662,539.332,3.47,539.678,539.24,540.941,537.471,2.7991,61.971,3.098,2.771,57.867,0.348,0
2026-03-03 00:18:00,47.007,11.127,343.972,539.446,2.311,538.32,540.631,538.328,540.505,2.8251,61.88,2.929,2.98,57.955,0.353,0
2026-03-03 00:19:00,46.841,11.063,344.474,538.889,2.266,538.124,540.294,539.111,538.028,2.8148,61.512,3.129,2.907,57.964,0.476,0
2026-03-03 00:20:00,46.629,11.111,343.728,537.438,2.511,536.13,538.641,537.399,537.58,2.7943,62.047,3.108,3.003,57.83,0.329,0
2026-03-03 00:21:00,46.98,11.058,344.153,539.06,2.898,539.964,539.819,537.066,539.392,2.8016,61.761,3.069,2.894,57.698,0.388,0
2026-03-03 00:22:00,46.883,11.052,344.045,538.271,1.184,537.754,538.938,538.362,538.029,2.8042,61.675,3.035,3.022,58.082,0.333,0
2026-03-03 00:23:00,46.981,11.046,344.223,539.045,1.874,538.28,539.093,540.153,538.653,2.838,61.648,2.972,2.789,58.018,0.375,0
2026-03-03 00:24:00,46.919,11.014,344.395,537.676,1.857,538.058,536.444,537.901,538.3,2.8154,61.907,3.048,2.977,58.097,0.351,0
2026-03-03 00:25:00,46.99,11.088,344.75,539.01,3.505,539.542,538.813,540.596,537.09,2.8267,61.774,3.107,3.087,57.852,0.394,0
2026-03-03 00:26:00,47.348,11.091,344.411,539.105,3.699,541.363,539.245,538.149,537.664,2.846,61.75,2.977,2.811,58.125,0.341,0
2026-03-03 00:27:00,47.015,11.033,344.041,538.746,2.793,538.911,536.889,539.682,539.504,2.8202,61.622,3.097,3.015,57.961,0.338,0
