timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,EGT_Z1_C,EGT_Z2_C,EGT_Z3_C,EGT_Z4_C,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-04-20 00:00:00,47.169,11.036,344.538,539.23,1.091,538.99,539.635,539.693,538.602,2.8355,61.748,3.039,3.036,58.269,0.311,0
2026-04-20 00:01:00,46.787,11.048,343.986,539.642,2.513,538.34,540.427,540.854,538.948,2.8127,61.817,3.153,3.078,57.936,0.393,0
2026-04-20 00:02:00,46.637,11.034,344.046,538.425,3.619,538.545,537.448,537.044,540.662,2.809,61.869,2.98,2.858,57.963,0.359,0
2026-04-20 00:03:00,47.003,11.017,344.413,537.871,1.825,538.909,537.266,537.083,538.224,2.809,61.692,2.963,2.894,58.088,0.402,0
2026-04-20 00:04:00,47.185,11.091,344.53,539.315,2.398,540.425,540.327,538.482,538.027,2.8185,61.708,3.177,2.996,57.853,0.322,0
2026-04-20 00:05:00,46.554,11.077,343.594,538.583,0.536,538.373,538.328,538.768,538.865,2.8018,61.398,2.972,2.904,57.689,0.346,0
2026-04-20 00:06:00,46.898,11.032,344.537,539.885,4.262,539.848,541.924,540.103,537.663,2.8281,61.747,2.993,2.861,57.959,0.419,0
2026-04-20 00:07:00,46.965,11.1,344.074,539.148,3.177,537.881,541.058,539.566,538.088,2.8181,61.771,3.123,3.017,58.128,0.375,0
2026-04-20 00:08:00,46.794,11.047,344.025,539.112,1.201,538.989,539.749,538.547,539.162,2.7962,61.678,3.1,3.032,57.81,0.407,0
2026-04-20 00:09:00,47.069,11.01,344.101,538.695,2.491,537.81,540.301,538.359,538.311,2.8232,61.832,3.093,2.99,58.035,0.404,0
2026-04-20 00:10:00,46.739,11.031,343.543,538.351,1.449,537.569,537.826,538.989,539.019,2.8051,61.414,3.007,2.86,57.743,0.362,0
2026-04-20 00:11:00,47.033,11.054,344.11,539.71,2.3,539.534,538.335,540.336,540.635,2.825,61.567,2.969,3.095,58.047,0.307,0
2026-04-20 00:12:00,46.867,11.047,343.86,538.452,3.919,540.1,536.181,538.432,539.094,2.8155,61.713,3.061,2.926,57.847,0.317,0
2026-04-20 00:13:00,46.998,11.007,344.409,538.464,4.149,540.574,539.63,536.425,537.227,2.8139,61.548,2.982,3.07,57.925,0.333,0
2026-04-20 00:14:00,46.86,11.062,344.206,537.117,1.056,537.61,536.861,536.555,537.444,2.8032,61.724,2.919,2.85,58.077,0.425,0
2026-04-20 00:15:00,47.308,11.091,343.971,539.281,2.375,540.264,537.889,540.147,538.822,2.8025,62.057,2.96,3.016,58.089,0.384,0
2026-04-20 00:16:00,47.098,11.108,344.254,538.963,1.247,538.228,539.047,539.474,539.105,2.8192,61.749,3.2,2.975,57.91,0.375,0
2026-04-20 00:17:00,46.805,11.05,344.161,538.714,2.818,538.845,536.892,539.407,539.71,2.7992,61.605,2.92,2.953,58.031,0.389,0
2026-04-20 00:18:00,46.868,11.094,344.314,538.453,3.397,539.445,539.766,536.369,538.231,2.8033,61.68,3.138,3.019,57.979,0.373,0
2026-04-20 00:19:00,46.75,11.033,343.662,537.882,3.167,538.442,539.393,536.227,537.467,2.8121,61.803,3.082,2.92,57.923,0.309,0
2026-04-20 00:20:00,46.946,11.018,343.576,539.363,1.151,540.078,538.927,538.947,539.499,2.8167,61.552,2.99,2.898,58.076,0.324,0
2026-04-20 00:21:00,46.926,11.012,344.433,539.542,1.88,539.17,540.483,538.604,539.909,2.7988,61.723,3.127,2.9,58.089,0.299,0
2026-04-20 00:22:00,47.318,11.067,343.865,537.144,3.166,535.492,538.657,537.954,536.473,2.8163,61.755,3.088,3.008,57.852,0.357,0
2026-04-20 00:23:00,46.787,11.047,343.535,538.929,2.675,538.887,537.73,540.405,538.693,2.8266,61.756,3.039,2.743,57.951,0.367,0
2026-04-20 00:24:00,46.746,11.032,344.009,538.653,4.05,540.284,539.176,538.919,536.234,2.8149,61.977,3.111,2.886,58.097,0.409,0
2026-04-20 00:25:00,46.736,11.051,343.945,539.09,2.733,539.362,537.398,539.468,540.131,2.7982,62.026,3.062,2.905,57.831,0.423,0
2026-04-20 00:26:00,47.241,11.097,344.276,539.943,2.083,540.607,538.906,540.989,539.267,2.8227,61.593,2.929,2.921,58.007,0.357,0
2026-04-20 00:27:00,46.714,11.004,343.755,539.505,1.681,539.749,540.393,538.712,539.163,2.819,61.453,3.002,2.956,57.829,0.356,0
2026-04-20 00:28:00,46.99,11.02,343.864,538.657,1.977,539.805,537.841,539.154,537.828,2.8002,61.822,3.136,2.942,58.101,0.295,0
2026-04-20 00:29:00,46.825,11.051,343.885,539.822,2.142,538.577,540.719,539.927,540.063,2.7994,61.691,2.888,2.954,57.898,0.329,0
2026-04-20 00:30:00,47.212,11.102,344.071,538.576,3.896,537.336,538.245,537.492,541.232,2.8257,61.675,3.155,2.94,58.084,0.341,0
2026-04-20 00:31:00,46.979,11.027,344.516,539.332,5.053,536.48,541.533,539.97,539.345,2.8072,61.601,3.102,3.131,57.998,0.365,0
2026-04-20 00:32:00,46.833,11.054,343.98,539.114,1.35,538.846,539.533,538.364,539.714,2.8108,61.931,3.083,3.095,57.913,0.356,0
2026-04-20 00:33:00,46.833,11.053,344.007,537.722,2.191,536.515,537.766,537.898,538.707,2.8046,61.468,2.969,2.97,57.658,0.308,0
2026-04-20 00:34:00,46.979,11.098,344.336,538.828,1.755,538.422,537.914,539.67,539.308,2.8047,61.878,2.991,3.003,57.855,0.366,0
2026-04-20 00:35:00,46.982,11.033,344.649,538.99,2.239,538.956,537.617,539.531,539.856,2.8166,61.807,3.071,2.926,57.911,0.325,0
2026-04-20 00:36:00,47.027,11.032,344.218,537.162,3.306,538.674,535.368,537.171,537.436,2.817,61.64,3.007,3.026,57.91,0.365,0
2026-04-20 00:37:00,46.927,11.088,344.432,540.005,2.147,538.847,539.658,540.994,540.522,2.825,61.651,3.199,2.908,58.015,0.223,0
2026-04-20 00:38:00,46.849,11.068,343.8,539.124,3.63,540.601,536.971,539.309,539.615,2.8117,61.319,3.065,3.021,57.961,0.326,0
2026-04-20 00:39:00,46.484,11.027,343.3,537.528,0.972,537.508,537.997,537.58,537.026,2.8018,61.494,2.979,2.937,57.943,0.325,0
2026-04-20 00:40:00,46.891,11.046,343.937,538.739,2.22,540.081,538.934,537.861,538.079,2.7811,61.7,2.991,2.943,57.83,0.331,0
2026-04-20 00:41:00,46.717,11.007,343.836,537.469,3.124,537.416,535.663,538.011,538.787,2.8058,61.542,3.062,2.944,58.008,0.323,0
2026-04-20 00:42:00,47.091,11.072,344.676,539.364,1.416,539.674,539.927,538.511,539.345,2.8315,61.67,3.089,2.908,57.877,0.307,0
2026-04-20 00:43:00,46.825,11.12,343.947,539.053,1.779,539.369,538.459,540.081,538.303,2.7951,61.983,3.056,3.012,57.936,0.312,0
2026-04-20 00:44:00,46.767,11.053,343.778,538.402,1.025,538.587,538.117,537.939,538.965,2.8141,61.714,2.891,3.186,58.019,0.453,0
