timestamp,load_MW,CDP_bar,CDT_C,EGT_avg_C,EGT_spread_C,EGT_Z1_C,EGT_Z2_C,EGT_Z3_C,EGT_Z4_C,fuel_flow_kg_s,IGV_deg,vib_DE_mm_s,vib_NDE_mm_s,lube_oil_C,comb_dyn_psi,trip_active
2026-03-17 00:00:00,47.059,11.017,344.052,538.798,1.932,538.535,538.398,538.163,540.095,2.8128,61.869,3.077,3.013,58.021,0.399,0
2026-03-17 00:01:00,47.093,11.093,344.145,538.471,3.808,537.081,538.419,537.492,540.89,2.8042,61.868,3.002,2.917,58.002,0.343,0
2026-03-17 00:02:00,47.048,11.057,343.887,537.924,2.721,538.286,537.738,539.196,536.476,2.8185,61.81,2.986,2.824,57.959,0.329,0
2026-03-17 00:03:00,46.746,11.037,343.962,539.579,2.645,538.835,541.11,538.465,539.903,2.8006,61.777,3.025,2.898,57.756,0.428,0
2026-03-17 00:04:00,47.13,11.074,344.519,538.835,3.762,540.204,540.543,536.781,537.811,2.8236,61.673,2.971,3.049,57.99,0.309,0
2026-03-17 00:05:00,47.031,11.051,343.844,538.791,1.079,539.235,538.325,538.262,539.341,2.8322,61.689,3.1,2.932,58.156,0.358,0
2026-03-17 00:06:00,46.783,11.029,344.275,538.316,2.338,538.309,537.275,539.612,538.069,2.8028,61.552,3.054,2.735,57.949,0.328,0
2026-03-17 00:07:00,46.89,11.049,343.662,539.54,2.719,541.338,538.999,538.618,539.205,2.7883,61.666,3.13,2.963,57.917,0.309,0
2026-03-17 00:08:00,46.857,11.013,344.213,538.107,1.071,537.514,538.117,538.212,538.586,2.8298,62.097,2.983,2.895,57.967,0.368,0
2026-03-17 00:09:00,47.357,11.063,344.751,540.309,1.106,539.893,539.89,540.458,540.995,2.8393,62.113,3.018,3.006,57.932,0.367,0
2026-03-17 00:10:00,46.801,11.049,343.797,538.263,5.347,540.638,537.731,539.392,535.291,2.7989,61.654,3.105,3.024,57.907,0.282,0
2026-03-17 00:11:00,46.878,11.069,344.103,539.405,2.728,537.811,539.949,540.54,539.318,2.8245,61.533,3.119,3.075,57.975,0.362,0
2026-03-17 00:12:00,47.059,11.109,344.531,538.252,2.012,538.941,537.053,537.947,539.065,2.8151,62.193,3.103,2.802,57.979,0.375,0
2026-03-17 00:13:00,46.822,11.056,344.166,537.478,1.426,536.849,538.275,537.199,537.59,2.8237,61.559,3.123,2.897,57.778,0.329,0
